annual_review_year	match_text
2009	In Mumbai, she interacted with members of the Indian Industry. India-Canada bilateral trade Bilateral trade for the period January-November 2009 are as under: [Figures in US$ billion] Description January-November 2008 January-November 2009 % change India’s Total Exports 1.9 1.6 - 15.1 India’s Total Imports 2.05 1.7 -14.4 3.9 3.3 -14.7 Trade [Statistics
2009	the hope that with the finalisation of the proposed bilateral institutional framework, bilateral trade could be taken from the current level through concerted efforts to US$ 15-20 billion in the next five years. Building on the success of both India and Canada in weathering the economic downturn, both Governments agreed to work collaboratively
2009	in the Peaceful Uses of Nuclear Energy was initiated. Both sides expressed satisfaction at the growing economic engagement and bilateral trade which has increased from US$ 694 million in 2003 to US$ 1328 million in 2008 and set a trade target of US$ 3 billion by 2012. President Cristina participated in Business Seminars in Mumbai and Delhi and invited Indian businessmen to invest in Argentina. Indo-LAC Business Conclave in Buenos
2009	infrastructure facilities for export of iron ore from their leased mine in El Mutun in Bolivia which they acquired with a total investment of over US$ 2.1 billion. Brazil The strategic partnership with Brazil received further impetus with the visit of External Affairs Minister Shri S. M. Krishna to Brazil from 31 August-1
2009	Doha round in New Delhi at the invitation of Minister of Commerce Shri Anand Sharma. Trade between India and Brazil was to the tune of US$ 3.68 billion during 2008-09. Secretary (West) Shri Vivek Katju held bilateral talks with Mr. Roberto Jaguaribe, Under Secretary for Political Affairs, Ministry of Foreign Affairs of Brazil
2009	the invitation of his Mexican counterpart, as an observer for the midterm elections in Mexico on 5 July, 2009. Bilateral trade with Mexico is approximately US$ 2.3 billion in favour of Mexico [US$ 650 million + US$ 1738 million]. A 40-member business-cum-tourism delegation from Bancomer, the largest Bank in Mexico, visited India from 20 November-4 December 2009. Seven Indian engineering companies, led by Engineering
2009	movies. Venezuela In 2008-09 Venezuela became India’s largest trade partner in the LAC region due to high imports of crude oil to the tune of US$ 4 billion and exports from India were US$ 179 million. An 18-member delegation of the National Defence College visited Venezuela from 17-22 May, 2009. A nine member ICCR sponsored troupe visited Venezuela from 23-28 May,
2009	Official passport holders of both countries with effect from 1 April, 2009. As a gesture of solidarity, Government of India made a cash donation of US$ 250,000 to El Salvador as humanitarian assistance in the wake of hurricane ‘Ida’ in November 2009. Guatemala India has opened its mission in Guatemala in
2009	appeal for international assistance by the Government of Guatemala due to recurring droughts and food insecurity, the Government of India made a cash donation of US$ 250,000 to Guatemala in November 2009. Honduras Honduras utilized the US$ 30 million credit line extended by GoI for acquiring trucks, communication equipment, etc. from India. Nicaragua The training of IT personnel at “NIIT-INATEC India-Nicaragua IT centre” manned
2009	of these celebrations, ICCR sponsored the visit of a renowned Cuban Painter Ms. Zaida del Rio to India. India extended a Line of Credit of US$ 5 million to Cuba for the purchase of agricultural machinery from India in November 2009. Dominican Republic Bilateral Relations with Dominican Republic continued to widen and deepen
2009	participated in the 171st anniversary celebration of Indian Arrival Day in Guyana in May 2009. An Agreement to extend a line of credit (LoC) of US$ 4 million to purchase heavy duty agricultural pumps for drainage and irrigation projects in Guyana has been concluded. Haiti India made a cash contribution of US$ 5 million as emergency relief to Haiti for earthquake devastation on 12 January, 2010. Minister of State for External Affairs Dr. Shashi Tharoor visited Haiti on 26
2009	offered 21,000 hectares of land by Suriname government for its oil-palm project. Once the project is fully operational, it will involve an investment of over US$ 200 million and is likely to create more than 4000 jobs locally. Ministry of Defence, Suriname has signed an MoU with Hindustan Aeronautical Limited for supply of three Chetak helicopters at US$ 13.407 million under a Line of Credit extended by Government of India. Suriname’s Minister for Public Works Mr. Ganesh Kandhai visited India from 13-17 April, 2009 at
2009	Brothers in connection with the Second Phase of the Pumping stations being set up by Kirloskar Brothers. St. Lucia India made a cash donation of US$ 250,000 to St. Lucia for reconstruction of St. Jude Hospital which was destroyed in a fire accident. Trinidad & Tobago During the visit of Prime
2009	on Climate Change with separate eight National Missions, including Missions for Enhanced Energy Efficiency and Solar Energy, doubling the budget for forestry in 2009 to US$ 1.3 billion, setting ambitious goals, supporting and facilitating major research to assess various aspects related to climate change. Underscoring the highest priority attached by India to the
2009	Works Agency (UNRWA) during 2009 which was 60th anniversary year for its establishment for undertaking relief work in the occupied Palestinian territories. India also provided US$ 10 million as budget support to the Palestinian National Authority after the International Conference to Support the Palestinian Economy for the Reconstruction of Gaza held in Sharm-el-Sheikh
2009	projects that consolidate and strengthen democratic institutions and facilitate democratic governance. India is one of founding members and the second largest contributor to UNDEF with US$ 20 million. Since its inception, UNDEF has committed approximately US$ 80 million for around 271 projects in three rounds. During 2009, the Advisory Board of the UNDEF met twice, in April and October. It was recommended in
2009	the largest number of technical experts after UK under the Commonwealth Fund for Technical Cooperation (CFTC) for providing assistance to developing Commonwealth countries and contributed US$ 1 million to the fund in 2009-10. India has also committed Euro 1 million to the Commonwealth Connects Special Voluntary Fund created at CHOGM 112 Prime Minister, Dr. Manmohan Singh addressing a Press Conference, on the sidelines of the
